web-scraper-order,web-scraper-start-url,pagination,appartment-link,appartment-link-href,title,location,price,image-src
"1676983233-273","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=14&without-auction=1","For sale apartment 2+1 55 m²","https://www.sreality.cz/en/detail/sale/flat/2+1/karvina-raj-haskova/4002273100","For sale apartment 2+1 55 m²","Haškova, Karviná - Ráj","1 440 000 CZK","https://d18-a.sdn.cz/d_18/c_img_gS_p/52TWvu.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983235-274","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=14&without-auction=1","For sale apartment 2+1 55 m²","https://www.sreality.cz/en/detail/sale/flat/2+1/karvina-raj-kosmonautu/3264075596","For sale apartment 2+1 55 m²","Kosmonautů, Karviná - Ráj","1 490 000 CZK","https://d18-a.sdn.cz/d_18/c_img_gT_r/qzEWtl.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983238-275","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=14&without-auction=1","For sale apartment 2+1 57 m²","https://www.sreality.cz/en/detail/sale/flat/2+1/karvina-raj-bozkova/2493372236","For sale apartment 2+1 57 m²","Božkova, Karviná - Ráj","1 580 000 CZK","https://d18-a.sdn.cz/d_18/c_img_gU_o/0PhWvL.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983241-276","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=14&without-auction=1","For sale apartment 2+1 54 m²","https://www.sreality.cz/en/detail/sale/flat/2+1/karvina-raj-kosmonautu/936236876","For sale apartment 2+1 54 m²","Kosmonautů, Karviná - Ráj","1 490 000 CZK","https://d18-a.sdn.cz/d_18/c_img_gX_p/YRrWfR.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983243-277","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=14&without-auction=1","For sale apartment 3+1 55 m²","https://www.sreality.cz/en/detail/sale/flat/3+1/karvina-mizerov-cajkovskeho/118282060","For sale apartment 3+1 55 m²","Čajkovského, Karviná - Mizerov","1 670 000 CZK","https://d18-a.sdn.cz/d_18/c_img_gX_p/S6bXOJ.png?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983245-278","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=14&without-auction=1","For sale apartment 3+kt 82 m²","https://www.sreality.cz/en/detail/sale/flat/3+kt/praha-pitkovice-majovkova/856569676","For sale apartment 3+kt 82 m²","Májovková, Praha 10 - Pitkovice","10 490 000 CZK","https://d18-a.sdn.cz/d_18/c_img_gZ_q/Gnmscf.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983247-279","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=14&without-auction=1","For sale apartment 1+1 41 m²","https://www.sreality.cz/en/detail/sale/flat/1+1/mlada-boleslav-mlada-boleslav-ii-jana-palacha/74442572","For sale apartment 1+1 41 m²","Jana Palacha, Mladá Boleslav - Mladá Boleslav II","3 100 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QI_JZ/76QHRg.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983250-280","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=14&without-auction=1","For sale apartment 1+1 56 m²","https://www.sreality.cz/en/detail/sale/flat/1+1/sestajovice-sestajovice-komenskeho/3540624460","For sale apartment 1+1 56 m²","Komenského, Šestajovice","4 890 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QM_KT/yGsE3e.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983252-281","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=14&without-auction=1","For sale apartment 4+1 90 m²","https://www.sreality.cz/en/detail/sale/flat/4+1/plzen-bolevec-kralovicka/2368297308","For sale apartment 4+1 90 m²","Kralovická, Plzeň - Bolevec","4 190 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QR_L5/IAh7QZ.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983254-282","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=14&without-auction=1","For sale apartment 1+kt 42 m²","https://www.sreality.cz/en/detail/sale/flat/1+kt/praha-kbely-plzakova/449328204","For sale apartment 1+kt 42 m²","Plzákova, Praha 9 - Kbely","5 600 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QR_L6/Xr1pEK.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983256-283","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=14&without-auction=1","For sale apartment 1+kt 53 m²","https://www.sreality.cz/en/detail/sale/flat/1+kt/praha-hlubocepy-devonska/681502284","For sale apartment 1+kt 53 m²","Devonská, Praha 5 - Hlubočepy","5 900 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QN_Jw/ZXOoX2.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983258-284","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=14&without-auction=1","For sale apartment 3+kt 98 m²","https://www.sreality.cz/en/detail/sale/flat/3+kt/praha-letnany-kadeckove/770229324","For sale apartment 3+kt 98 m²","Kadečkové, Praha 9 - Letňany","15 900 000 CZK","https://d18-a.sdn.cz/d_18/c_img_gS_q/BMxCDfh.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983260-285","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=14&without-auction=1","For sale apartment 1+kt 27 m²","https://www.sreality.cz/en/detail/sale/flat/1+kt/praha-liben-kandertova/420594764","For sale apartment 1+kt 27 m²","Kandertova, Praha 8 - Libeň","3 190 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QJ_Jh/NpuI0t.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983262-286","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=14&without-auction=1","For sale apartment 3+1 67 m²","https://www.sreality.cz/en/detail/sale/flat/3+1/praha-prosek-jablonecka/1280848972","For sale apartment 3+1 67 m²","Jablonecká, Praha 9 - Prosek","6 380 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QR_L6/xRKnVw.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983264-287","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=14&without-auction=1","For sale apartment 1+kt 39 m²","https://www.sreality.cz/en/detail/sale/flat/1+kt/praha-reporyje-kakosova/903361612","For sale apartment 1+kt 39 m²","Kakosova, Praha 5 - Řeporyje","4 350 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QR_L6/oRfoyj.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983267-288","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=14&without-auction=1","For sale apartment 1+1 40 m²","https://www.sreality.cz/en/detail/sale/flat/1+1/teplice-retenice-bratislavska/3839374412","For sale apartment 1+1 40 m²","Bratislavská, Teplice - Řetenice","799 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QN_Jy/AgrBjs8.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983269-289","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=14&without-auction=1","For sale apartment 3+kt 83 m²","https://www.sreality.cz/en/detail/sale/flat/3+kt/praha-praha-5-radlicka/778638924","For sale apartment 3+kt 83 m²","Radlická, Praha 5","13 990 600 CZK","https://d18-a.sdn.cz/d_18/c_img_gW_m/ehmsbQ.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983271-290","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=14&without-auction=1","For sale apartment 2+kt 52 m²","https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-praha-5-radlicka/2747655756","For sale apartment 2+kt 52 m²","Radlická, Praha 5","8 615 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QL_Jt/RtuqqI.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983273-291","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=14&without-auction=1","For sale apartment 2+kt 54 m²","https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-praha-5-radlicka/3237742940","For sale apartment 2+kt 54 m²","Radlická, Praha 5","8 107 838 CZK","https://d18-a.sdn.cz/d_18/c_img_gW_k/RXPNut.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983275-292","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=14&without-auction=1","For sale apartment 4+kt 112 m²","https://www.sreality.cz/en/detail/sale/flat/4+kt/praha-praha-5-radlicka/1663830364","For sale apartment 4+kt 112 m²","Radlická, Praha 5","24 753 500 CZK","https://d18-a.sdn.cz/d_18/c_img_QM_KN/up2hMh.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983277-293","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=14&without-auction=1","For sale apartment 2+kt 57 m²","https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-praha-5-radlicka/666081628","For sale apartment 2+kt 57 m²","Radlická, Praha 5","7 916 500 CZK","https://d18-a.sdn.cz/d_18/c_img_gT_s/mDfTE8.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983279-294","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=14&without-auction=1","For sale apartment 1+kt 26 m²","https://www.sreality.cz/en/detail/sale/flat/1+kt/praha-praha-5-radlicka/2040764764","For sale apartment 1+kt 26 m²","Radlická, Praha 5","4 998 182 CZK","https://d18-a.sdn.cz/d_18/c_img_QJ_JY/Qi4JhU.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983281-295","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=14&without-auction=1","For sale apartment 1+kt 38 m²","https://www.sreality.cz/en/detail/sale/flat/1+kt/praha-praha-5-radlicka/2922092892","For sale apartment 1+kt 38 m²","Radlická, Praha 5","6 984 600 CZK","https://d18-a.sdn.cz/d_18/c_img_QM_KL/rgvJc8.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983284-296","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=14&without-auction=1","For sale apartment 2+1 91 m²","https://www.sreality.cz/en/detail/sale/flat/2+1/mlada-boleslav-mlada-boleslav-i-starofarni/699852620","For sale apartment 2+1 91 m²","Starofarní, Mladá Boleslav - Mladá Boleslav I","5 300 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QL_Jy/FRQdMG.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983286-297","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=14&without-auction=1","For sale apartment 2+kt 45 m²","https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-zizkov-na-jarove/2360153932","For sale apartment 2+kt 45 m²","Na Jarově, Praha 3 - Žižkov","4 800 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QN_Jv/fiuroF.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983288-298","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=14&without-auction=1","For sale apartment 2+1 52 m²","https://www.sreality.cz/en/detail/sale/flat/2+1/hlubocky-marianske-udoli-bocni/3919107148","For sale apartment 2+1 52 m²","Boční, Hlubočky - Mariánské Údolí","2 930 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QI_Jb/K52RT4.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983290-299","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=14&without-auction=1","For sale apartment 4+1 71 m²","https://www.sreality.cz/en/detail/sale/flat/4+1/olomouc-nova-ulice-cajkovskeho/1495069772","For sale apartment 4+1 71 m²","Čajkovského, Olomouc - Nová Ulice","4 300 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QI_Ja/2G8BLG3.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983292-300","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=14&without-auction=1","For sale apartment 3+kt 64 m²","https://www.sreality.cz/en/detail/sale/flat/3+kt/praha-chodov-krejpskeho/2647311436","For sale apartment 3+kt 64 m²","Křejpského, Praha 4 - Chodov","7 950 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QI_Jb/MJdk7g.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983298-301","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=18&without-auction=1","For sale apartment 2+kt 47 m²","https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-smichov-strakonicka/3270218828","For sale apartment 2+kt 47 m²","Strakonická, Praha 5 - Smíchov","Information about price at agency","https://d18-a.sdn.cz/d_18/c_img_QI_Ja/vguBzv4.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983300-302","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=18&without-auction=1","For sale apartment 4+kt 108 m² (Mezonet)","https://www.sreality.cz/en/detail/sale/flat/4+kt/praha-reporyje-dalejska/3591812940","For sale apartment 4+kt 108 m² (Mezonet)","Dalejská, Praha 5 - Řeporyje","17 856 625 CZK","https://d18-a.sdn.cz/d_18/c_img_gY_o/D6uBNaJ.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983302-303","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=18&without-auction=1","For sale apartment 3+kt 74 m²","https://www.sreality.cz/en/detail/sale/flat/3+kt/praha--dalejska/2168161356","For sale apartment 3+kt 74 m²","Dalejská, Praha","11 989 900 CZK","https://d18-a.sdn.cz/d_18/c_img_QQ_LW/Z45R7B.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983305-304","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=18&without-auction=1","For sale apartment 2+kt 50 m²","https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-reporyje-dalejska/1957148492","For sale apartment 2+kt 50 m²","Dalejská, Praha 5 - Řeporyje","8 115 550 CZK","https://d18-a.sdn.cz/d_18/c_img_gS_o/Zx8BM85.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983307-305","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=18&without-auction=1","For sale apartment 4+kt 103 m²","https://www.sreality.cz/en/detail/sale/flat/4+kt/praha-reporyje-dalejska/844543820","For sale apartment 4+kt 103 m²","Dalejská, Praha 5 - Řeporyje","15 654 950 CZK","https://d18-a.sdn.cz/d_18/c_img_gY_o/61KBNSW.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983309-306","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=18&without-auction=1","For sale apartment 2+kt 50 m²","https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-reporyje-dalejska/623294284","For sale apartment 2+kt 50 m²","Dalejská, Praha 5 - Řeporyje","7 460 050 CZK","https://d18-a.sdn.cz/d_18/c_img_gQ_o/rABBNPv.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983311-307","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=18&without-auction=1","For sale apartment 3+1 63 m²","https://www.sreality.cz/en/detail/sale/flat/3+1/loucovice-loucovice-/819131980","For sale apartment 3+1 63 m²","Loučovice, district Český Krumlov","2 690 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QO_Ke/6OBiB7.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983313-308","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=18&without-auction=1","For sale apartment 3+1 63 m²","https://www.sreality.cz/en/detail/sale/flat/3+1/loucovice-loucovice-/1309865548","For sale apartment 3+1 63 m²","Loučovice, district Český Krumlov","2 998 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QI_JW/IgEiRf.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983315-309","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=18&without-auction=1","For sale apartment 2+kt 63 m²","https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-holesovice-u-uranie/3860256588","For sale apartment 2+kt 63 m²","U Uranie, Praha 7 - Holešovice","6 190 000 CZK","https://d18-a.sdn.cz/d_18/c_img_gT_s/c8fB5bk.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983317-310","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=18&without-auction=1","For sale apartment 2+1 46 m²","https://www.sreality.cz/en/detail/sale/flat/2+1/praha-brevnov-zuzena/2813785164","For sale apartment 2+1 46 m²","Zúžená, Praha 6 - Břevnov","5 630 000 CZK","https://d18-a.sdn.cz/d_18/c_img_gS_q/JpeBJJ9.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983320-311","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=18&without-auction=1","For sale apartment 3+kt 58 m²","https://www.sreality.cz/en/detail/sale/flat/3+kt/zelezna-ruda-hojsova-straz-/3790091340","For sale apartment 3+kt 58 m²","Železná Ruda - Hojsova Stráž, district Klatovy","5 750 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QN_Jy/UY0Biah.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983322-312","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=18&without-auction=1","For sale apartment 3+kt 82 m²","https://www.sreality.cz/en/detail/sale/flat/3+kt/praha-dablice-horinecka/1241409356","For sale apartment 3+kt 82 m²","Hořínecká, Praha 8 - Ďáblice","8 990 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QL_Jx/gQVV9x.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983325-313","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=18&without-auction=1","For sale apartment 4+kt 120 m²","https://www.sreality.cz/en/detail/sale/flat/4+kt/praha-vinohrady-u-zvonarky/1245836364","For sale apartment 4+kt 120 m²","U Zvonařky, Praha 2 - Vinohrady","22 000 000 CZK","https://d18-a.sdn.cz/d_18/c_img_gW_q/dxCBHXP.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983328-314","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=18&without-auction=1","For sale apartment 2+kt 74 m²","https://www.sreality.cz/en/detail/sale/flat/2+kt/mlada-boleslav-mlada-boleslav-iii-mileny-hazove/1911043148","For sale apartment 2+kt 74 m²","Mileny Hážové, Mladá Boleslav - Mladá Boleslav III","7 410 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QO_Ks/QHqBcvk.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983330-315","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=18&without-auction=1","For sale apartment 3+1 74 m²","https://www.sreality.cz/en/detail/sale/flat/3+1/jihlava-jihlava-bezrucova/3205026892","For sale apartment 3+1 74 m²","Bezručova, Jihlava","3 590 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QN_Jy/kaVBVDV.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983332-316","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=18&without-auction=1","For sale apartment 3+kt 74 m²","https://www.sreality.cz/en/detail/sale/flat/3+kt/kraluv-dvur-kraluv-dvur-na-horizontu/503334732","For sale apartment 3+kt 74 m²","Na Horizontu, Králův Dvůr","5 990 000 CZK","https://d18-a.sdn.cz/d_18/c_img_gX_q/i7cvzU.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983334-317","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=18&without-auction=1","For sale apartment 2+1 54 m²","https://www.sreality.cz/en/detail/sale/flat/2+1/beroun-beroun-mesto-na-trzisti/1037681740","For sale apartment 2+1 54 m²","Na Tržišti, Beroun - Beroun-Město","3 300 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QJ_Jg/SPWCBAZ.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983336-318","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=18&without-auction=1","For sale apartment 1+1 41 m²","https://www.sreality.cz/en/detail/sale/flat/1+1/klatovy-klatovy-ii-jiraskova/1894827084","For sale apartment 1+1 41 m²","Jiráskova, Klatovy - Klatovy II","2 350 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QN_Jy/jE5BMgC.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983338-319","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=18&without-auction=1","For sale apartment 3+1 79 m²","https://www.sreality.cz/en/detail/sale/flat/3+1/plzen-lobzy-revolucni/2351023180","For sale apartment 3+1 79 m²","Revoluční, Plzeň - Lobzy","4 150 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QI_Jb/LuLHpH.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983340-320","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=18&without-auction=1","For sale apartment 2+1 54 m²","https://www.sreality.cz/en/detail/sale/flat/2+1/klatovy-klatovy-ii-vankova/3535647820","For sale apartment 2+1 54 m²","Vaňkova, Klatovy - Klatovy II","2 990 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QJ_Jh/mxVSJ8.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983343-321","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=18&without-auction=1","For sale apartment 1+1 44 m²","https://www.sreality.cz/en/detail/sale/flat/1+1/praha-bubenec-v--p--ckalova/501757004","For sale apartment 1+1 44 m²","V. P. Čkalova, Praha 6 - Bubeneč","5 190 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QJ_Jh/JBun3u.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983345-322","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=18&without-auction=1","For sale apartment 4+kt 81 m²","https://www.sreality.cz/en/detail/sale/flat/4+kt/praha-repy-zrzaveho/2044109900","For sale apartment 4+kt 81 m²","Zrzavého, Praha 6 - Řepy","7 777 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QK_Jb/54DBn1J.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
