web-scraper-order,web-scraper-start-url,pagination,appartment-link,appartment-link-href,title,location,price,image-src
"1676983025-181","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=10&without-auction=1","For sale apartment 2+kt 58 m²","https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-vysocany-/3556099916","For sale apartment 2+kt 58 m²","Praha 9 - Vysočany","7 290 000 CZK","https://d18-a.sdn.cz/d_18/c_img_gX_p/fbnntS.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983029-182","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=10&without-auction=1","For sale apartment 4+kt 124 m²","https://www.sreality.cz/en/detail/sale/flat/4+kt/praha-smichov-na-hrebenkach/3389986636","For sale apartment 4+kt 124 m²","Na Hřebenkách, Praha - Smíchov","Information about price at agency","https://d18-a.sdn.cz/d_18/c_img_gY_p/eJUBCjJ.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983031-183","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=10&without-auction=1","For sale apartment 4+kt 107 m²","https://www.sreality.cz/en/detail/sale/flat/4+kt/praha-vinohrady-/3188635468","For sale apartment 4+kt 107 m²","Praha 2 - Vinohrady","18 500 000 CZK","https://d18-a.sdn.cz/d_18/c_img_gX_o/Rm0Dqr.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983033-184","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=10&without-auction=1","For sale apartment 3+kt 102 m² (Mezonet)","https://www.sreality.cz/en/detail/sale/flat/3+kt/praha-stodulky-/2351821900","For sale apartment 3+kt 102 m² (Mezonet)","Praha 5 - Stodůlky","15 800 000 CZK","https://d18-a.sdn.cz/d_18/c_img_gT_s/pAWBE2e.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983035-185","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=10&without-auction=1","For sale apartment 3+1 138 m²","https://www.sreality.cz/en/detail/sale/flat/3+1/praha-nove-mesto-/2021708876","For sale apartment 3+1 138 m²","Praha 1 - Nové Město","19 950 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QI_Ja/o2RBv8i.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983037-186","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=10&without-auction=1","For sale apartment 5+kt 223 m²","https://www.sreality.cz/en/detail/sale/flat/5+kt/praha-smichov-/1789973580","For sale apartment 5+kt 223 m²","Praha 5 - Smíchov","41 500 000 CZK","https://d18-a.sdn.cz/d_18/c_img_gR_s/2jjrbM.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983040-187","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=10&without-auction=1","For sale apartment 3+kt 66 m²","https://www.sreality.cz/en/detail/sale/flat/3+kt/praha-vysehrad-/1275545420","For sale apartment 3+kt 66 m²","Praha 2 - Vyšehrad","Information about price at agency","https://d18-a.sdn.cz/d_18/c_img_QL_Jx/VQrnkx.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983042-188","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=10&without-auction=1","For sale apartment 2+kt 49 m²","https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-stare-mesto-/532703052","For sale apartment 2+kt 49 m²","Praha 1 - Staré Město","Information about price at agency","https://d18-a.sdn.cz/d_18/c_img_QQ_LV/OLCZPX.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983044-189","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=10&without-auction=1","For sale apartment 5+kt 167 m²","https://www.sreality.cz/en/detail/sale/flat/5+kt/praha-bubenec-/191292492","For sale apartment 5+kt 167 m²","Praha 7 - Bubeneč","Information about price at agency","https://d18-a.sdn.cz/d_18/c_img_gZ_r/iooBTRp.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983046-190","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=10&without-auction=1","For sale apartment 4+1 175 m²","https://www.sreality.cz/en/detail/sale/flat/4+1/praha-stare-mesto-/3695952972","For sale apartment 4+1 175 m²","Praha 1 - Staré Město","Information about price at agency","https://d18-a.sdn.cz/d_18/c_img_gR_s/2OBzvv.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983048-191","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=10&without-auction=1","For sale apartment 2+kt 91 m² (Mezonet)","https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-vinohrady-/1762247756","For sale apartment 2+kt 91 m² (Mezonet)","Praha 1 - Vinohrady","12 460 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QO_Ks/hpep6f.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983050-192","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=10&without-auction=1","For sale apartment 3+kt 63 m²","https://www.sreality.cz/en/detail/sale/flat/3+kt/praha-liben-/719373388","For sale apartment 3+kt 63 m²","Praha 8 - Libeň","Information about price at agency","https://d18-a.sdn.cz/d_18/c_img_QK_Jc/4LFLwB.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983052-193","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=10&without-auction=1","For sale apartment 2+1 47 m²","https://www.sreality.cz/en/detail/sale/flat/2+1/most-most-pod-sibenikem/2781209676","For sale apartment 2+1 47 m²","Pod Šibeníkem, Most","949 900 CZK","https://d18-a.sdn.cz/d_18/c_img_gT_s/1LpBVdv.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983055-194","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=10&without-auction=1","For sale apartment 1+kt 27 m²","https://www.sreality.cz/en/detail/sale/flat/1+kt/praha-zizkov-jana-zelivskeho/128463948","For sale apartment 1+kt 27 m²","Jana Želivského, Praha 3 - Žižkov","3 900 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QN_Jy/KgPBkKW.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983057-195","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=10&without-auction=1","For sale apartment 3+1 86 m²","https://www.sreality.cz/en/detail/sale/flat/3+1/plana-nad-luznici-plana-nad-luznici-prumyslova/3134641996","For sale apartment 3+1 86 m²","Průmyslová, Planá nad Lužnicí","2 999 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QM_KU/Em6Jlj.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983059-196","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=10&without-auction=1","For sale apartment 2+kt 50 m²","https://www.sreality.cz/en/detail/sale/flat/2+kt/plzen-severni-predmesti-alej-svobody/2847533148","For sale apartment 2+kt 50 m²","alej Svobody, Plzeň - Severní Předměstí","4 999 000 CZK","https://d18-a.sdn.cz/d_18/c_img_gQ_n/Y03Bkx3.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983061-197","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=10&without-auction=1","For sale apartment 4+1 94 m²","https://www.sreality.cz/en/detail/sale/flat/4+1/praha-cerny-most-smikova/907536204","For sale apartment 4+1 94 m²","Smikova, Praha 9 - Černý Most","5 699 000 CZK","https://d18-a.sdn.cz/d_18/c_img_gX_p/s6AhzL.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983063-198","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=10&without-auction=1","For sale apartment 2+kt 58 m²","https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-haje-jurkovicova/3462801228","For sale apartment 2+kt 58 m²","Jurkovičova, Praha 4 - Háje","7 790 000 CZK","https://d18-a.sdn.cz/d_18/c_img_gZ_r/mEtBIS6.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983065-199","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=10&without-auction=1","For sale apartment 3+1 64 m²","https://www.sreality.cz/en/detail/sale/flat/3+1/obrnice-obrnice-nova-vystavba/3987171148","For sale apartment 3+1 64 m²","Nová výstavba, Obrnice","799 900 CZK","https://d18-a.sdn.cz/d_18/c_img_gX_q/4VcBIC2.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983067-200","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=10&without-auction=1","For sale apartment 3+1 71 m²","https://www.sreality.cz/en/detail/sale/flat/3+1/most-most-vitezslava-nezvala/1261151308","For sale apartment 3+1 71 m²","Vítězslava Nezvala, Most","1 549 900 CZK","https://d18-a.sdn.cz/d_18/c_img_QK_Jb/apXBN4d.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983070-201","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=10&without-auction=1","For sale apartment 3+1 79 m²","https://www.sreality.cz/en/detail/sale/flat/3+1/jirkov-jirkov-k--marxe/3826570316","For sale apartment 3+1 79 m²","K. Marxe, Jirkov","1 299 900 CZK","https://d18-a.sdn.cz/d_18/c_img_gU_p/XsXB1hD.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983072-202","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=10&without-auction=1","For sale apartment 3+1 72 m²","https://www.sreality.cz/en/detail/sale/flat/3+1/mlada-boleslav-mlada-boleslav-ii-tr--vaclava-klementa/2983225164","For sale apartment 3+1 72 m²","tř. Václava Klementa, Mladá Boleslav - Mladá Boleslav II","3 950 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QQ_LX/lkT1sY.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983074-203","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=10&without-auction=1","For sale apartment 3+1 97 m²","https://www.sreality.cz/en/detail/sale/flat/3+1/hradec-kralove-hradec-kralove-manesova/3622880844","For sale apartment 3+1 97 m²","Mánesova, Hradec Králové","Information about price at agency","https://d18-a.sdn.cz/d_18/c_img_QP_Kx/64Xk4C.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983076-204","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=10&without-auction=1","For sale apartment 4+kt 108 m²","https://www.sreality.cz/en/detail/sale/flat/4+kt/kojetice--koralkova/1066407500","For sale apartment 4+kt 108 m²","Korálkova, Kojetice","8 099 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QL_Jw/YlvbJI.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983078-205","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=10&without-auction=1","For sale apartment 4+1 105 m²","https://www.sreality.cz/en/detail/sale/flat/4+1/kojetice--maternova/3044874588","For sale apartment 4+1 105 m²","Maternova, Kojetice","8 499 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QL_Jy/4exKrI.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983080-206","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=10&without-auction=1","For sale apartment 4+1 84 m²","https://www.sreality.cz/en/detail/sale/flat/4+1/most-most-lidicka/372557644","For sale apartment 4+1 84 m²","Lidická, Most","1 650 000 CZK","https://d18-a.sdn.cz/d_18/c_img_gX_q/dMpBwdE.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983082-207","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=10&without-auction=1","For sale apartment 4+kt 120 m²","https://www.sreality.cz/en/detail/sale/flat/4+kt/brno-zabovresky-luzicka/4237887052","For sale apartment 4+kt 120 m²","Lužická, Brno - Žabovřesky","23 300 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QR_L2/qwbmNA.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983085-208","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=10&without-auction=1","For sale apartment 2+1 54 m²","https://www.sreality.cz/en/detail/sale/flat/2+1/praha-zizkov-na-vrcholu/984208460","For sale apartment 2+1 54 m²","Na vrcholu, Praha 3 - Žižkov","Information about price at agency","https://d18-a.sdn.cz/d_18/c_img_QI_Jb/6UYVPh.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983087-209","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=10&without-auction=1","For sale apartment 2+kt 57 m²","https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-vrsovice-28--pluku/70702156","For sale apartment 2+kt 57 m²","28. pluku, Praha 10 - Vršovice","8 150 000 CZK","https://d18-a.sdn.cz/d_18/c_img_gS_q/034Byjv.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983089-210","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=10&without-auction=1","For sale apartment 3+1 68 m²","https://www.sreality.cz/en/detail/sale/flat/3+1/most-most-jiriho-wolkera/102684492","For sale apartment 3+1 68 m²","Jiřího Wolkera, Most","1 760 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QJ_Jh/RvXLfc.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983091-211","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=10&without-auction=1","For sale apartment 1+kt 22 m²","https://www.sreality.cz/en/detail/sale/flat/1+kt/ostrava-poruba-nalepkovo-namesti/3517461580","For sale apartment 1+kt 22 m²","Nálepkovo náměstí, Ostrava - Poruba","1 299 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QK_Jc/6GQo7M.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983093-212","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=10&without-auction=1","For sale apartment 2+1 69 m²","https://www.sreality.cz/en/detail/sale/flat/2+1/stankov-stankov-i-na-trzisti/4037555276","For sale apartment 2+1 69 m²","Na Tržišti, Staňkov - Staňkov I","2 096 800 CZK","https://d18-a.sdn.cz/d_18/c_img_QQ_LZ/qBgESn.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983095-213","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=10&without-auction=1","For sale apartment 2+1 66 m²","https://www.sreality.cz/en/detail/sale/flat/2+1/praha-uhrineves-/2847921228","For sale apartment 2+1 66 m²","Praha 10 - Uhříněves","5 490 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QJ_Jg/FlnB6fd.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983097-214","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=10&without-auction=1","For sale apartment 2+kt 55 m²","https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-letnany-malkovskeho/2660578892","For sale apartment 2+kt 55 m²","Malkovského, Praha 9 - Letňany","5 990 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QQ_LX/1vmBHD5.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983099-215","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=10&without-auction=1","For sale apartment 3+1 81 m²","https://www.sreality.cz/en/detail/sale/flat/3+1/praha-prosek-vysocanska/1701840460","For sale apartment 3+1 81 m²","Vysočanská, Praha 9 - Prosek","5 990 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QK_Jc/9cuNcb.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983102-216","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=10&without-auction=1","For sale apartment 3+1 53 m²","https://www.sreality.cz/en/detail/sale/flat/3+1/praha-strizkov-/3435722316","For sale apartment 3+1 53 m²","Praha 9 - Střížkov","5 990 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QQ_LX/gdjBHD0.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983104-217","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=10&without-auction=1","For sale apartment 3+1 74 m²","https://www.sreality.cz/en/detail/sale/flat/3+1/praha-vrsovice-/3137569868","For sale apartment 3+1 74 m²","Praha 10 - Vršovice","7 210 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QM_KW/C8ZXBN.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983106-218","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=10&without-auction=1","For sale apartment 4+kt 100 m² (Mezonet)","https://www.sreality.cz/en/detail/sale/flat/4+kt/praha-letnany-/744733020","For sale apartment 4+kt 100 m² (Mezonet)","Praha 9 - Letňany","8 250 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QJ_Jh/YU0b9U.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983108-219","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=10&without-auction=1","For sale apartment 2+kt 64 m²","https://www.sreality.cz/en/detail/sale/flat/2+kt/praha-cakovice-hakenova/215386204","For sale apartment 2+kt 64 m²","Hakenova, Praha 9 - Čakovice","5 790 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QQ_LX/HrKBCOZ.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983110-220","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=10&without-auction=1","For sale apartment 1+1 45 m²","https://www.sreality.cz/en/detail/sale/flat/1+1/blansko-blansko-dvorska/3423650892","For sale apartment 1+1 45 m²","Dvorská, Blansko","2 690 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QR_L6/ucXozs.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983112-221","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=10&without-auction=1","For sale apartment 3+1 88 m²","https://www.sreality.cz/en/detail/sale/flat/3+1/hrusovany-nad-jevisovkou-hrusovany-nad-jevisovkou-nerudova/2766324812","For sale apartment 3+1 88 m²","Nerudova, Hrušovany nad Jevišovkou","4 605 750 CZK","https://d18-a.sdn.cz/d_18/c_img_gY_r/ZOWBm.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983114-222","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=10&without-auction=1","For sale apartment 2+1 56 m²","https://www.sreality.cz/en/detail/sale/flat/2+1/znojmo-znojmo-dukelskych-bojovniku/3797664844","For sale apartment 2+1 56 m²","Dukelských bojovníků, Znojmo","3 000 000 CZK","https://d18-a.sdn.cz/d_18/c_img_gZ_r/2QUB3ut.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983117-223","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=10&without-auction=1","For sale apartment 3+kt 127 m²","https://www.sreality.cz/en/detail/sale/flat/3+kt/znojmo-znojmo-tyrsova/1279579212","For sale apartment 3+kt 127 m²","Tyršova, Znojmo","8 200 000 CZK","https://d18-a.sdn.cz/d_18/c_img_gQ_q/QXeB1vh.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983119-224","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=10&without-auction=1","For sale apartment 1+kt 34 m²","https://www.sreality.cz/en/detail/sale/flat/1+kt/znojmo-znojmo-jarosova/1596314700","For sale apartment 1+kt 34 m²","Jarošova, Znojmo","Information about price at agency","https://d18-a.sdn.cz/d_18/c_img_QL_Jx/5u3BzyW.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983121-225","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=10&without-auction=1","For sale apartment 2+kt 45 m²","https://www.sreality.cz/en/detail/sale/flat/2+kt/znojmo-znojmo-jarosova/1696977996","For sale apartment 2+kt 45 m²","Jarošova, Znojmo","Information about price at agency","https://d18-a.sdn.cz/d_18/c_img_gX_q/M0TB0T3.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983123-226","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=10&without-auction=1","For sale apartment 3+kt 75 m²","https://www.sreality.cz/en/detail/sale/flat/3+kt/znojmo-znojmo-jarosova/1230361676","For sale apartment 3+kt 75 m²","Jarošova, Znojmo","Information about price at agency","https://d18-a.sdn.cz/d_18/c_img_QQ_LX/7gvjy8.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983125-227","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=10&without-auction=1","For sale apartment 4+kt 110 m²","https://www.sreality.cz/en/detail/sale/flat/4+kt/znojmo-znojmo-jarosova/928371788","For sale apartment 4+kt 110 m²","Jarošova, Znojmo","Information about price at agency","https://d18-a.sdn.cz/d_18/c_img_gW_q/tKMB0dr.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983127-228","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=10&without-auction=1","For sale apartment 3+1 83 m²","https://www.sreality.cz/en/detail/sale/flat/3+1/sumperk-sumperk-balbinova/11023436","For sale apartment 3+1 83 m²","Balbínova, Šumperk","2 950 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QN_Jy/6PwBj4B.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983129-229","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=10&without-auction=1","For sale apartment 2+1 64 m²","https://www.sreality.cz/en/detail/sale/flat/2+1/vetrni-vetrni-na-vyhlidce/3150025804","For sale apartment 2+1 64 m²","Na Vyhlídce, Větřní","Information about price at agency","https://d18-a.sdn.cz/d_18/c_img_QP_Kx/AJ2BEJi.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
"1676983131-230","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&without-auction=1","https://www.sreality.cz/en/search/for-sale/apartments?no_shares=1&page=10&without-auction=1","For sale apartment 1+kt 27 m²","https://www.sreality.cz/en/detail/sale/flat/1+kt/praha-kobylisy-kyselova/3444413516","For sale apartment 1+kt 27 m²","Kyselova, Praha 8 - Kobylisy","3 300 000 CZK","https://d18-a.sdn.cz/d_18/c_img_QR_L6/oc0RC9.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90"
